address,attributes.AcceptsInsurance,attributes.AgesAllowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.BestNights.friday,attributes.BestNights.monday,attributes.BestNights.saturday,attributes.BestNights.sunday,attributes.BestNights.thursday,attributes.BestNights.tuesday,attributes.BestNights.wednesday,attributes.BikeParking,attributes.BusinessAcceptsBitcoin,attributes.BusinessAcceptsCreditCards,attributes.BusinessParking.garage,attributes.BusinessParking.lot,attributes.BusinessParking.street,attributes.BusinessParking.valet,attributes.BusinessParking.validated,attributes.ByAppointmentOnly,attributes.BYOB,attributes.BYOBCorkage,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodForDancing,attributes.GoodForKids,attributes.GoodForMeal.breakfast,attributes.GoodForMeal.brunch,attributes.GoodForMeal.dessert,attributes.GoodForMeal.dinner,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.HairSpecializesIn.africanamerican,attributes.HairSpecializesIn.asian,attributes.HairSpecializesIn.coloring,attributes.HairSpecializesIn.curly,attributes.HairSpecializesIn.extensions,attributes.HairSpecializesIn.kids,attributes.HairSpecializesIn.perms,attributes.HairSpecializesIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.no_music,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OutdoorSeating,attributes.RestaurantsAttire,attributes.RestaurantsCounterService,attributes.RestaurantsDelivery,attributes.RestaurantsGoodForGroups,attributes.RestaurantsPriceRange2,attributes.RestaurantsReservations,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.Smoking,attributes.WheelchairAccessible,attributes.WiFi,business_id,categories,city,hours.Friday,hours.Monday,hours.Saturday,hours.Sunday,hours.Thursday,hours.Tuesday,hours.Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
210 6th Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,False,True,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,False,1.0,False,False,True,,,no,PaU0Z2Zho5dK6BlSz4XjiA,"Restaurants, Desserts, Event Planning & Services, American (New), Coffee & Tea, Food, Delis, Caterers",Pittsburgh,6:0-16:0,6:0-16:0,,,6:0-16:0,6:0-16:0,6:0-16:0,1,40.44236395,-80.00007342,Erin's Fine Foods Deli,Downtown,15222,28,3.5,PA
247 Edgewood Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,False,,,,,,,,quiet,,True,casual,,True,True,2.0,True,True,True,,,,kpC2FfWvH9UsIR6PWPkffA,"Restaurants, Thai",Pittsburgh,16:0-22:0,16:0-21:0,16:0-22:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,0,40.430358,-79.8840227,Curry Away,,15218,34,3.5,PA
627 E North Ave,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,True,False,False,True,False,False,,,,,False,,,,,,,,,,,False,False,False,False,True,True,False,False,,,,,,,,,True,True,False,False,False,False,False,False,False,loud,,False,casual,,False,True,2.0,True,True,True,no,,free,rgohunOzrrrgdZcxkQzCgQ,"Nightlife, Restaurants, Hungarian, Bars",Pittsburgh,9:0-0:0,9:0-23:0,12:0-23:0,12:0-19:0,9:0-0:0,9:0-0:0,9:0-0:0,1,40.4567312,-79.9988965,Huszar,North Side,15212,37,4.0,PA
2065 Ardmore Blvd,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,1.0,,,True,,,free,2cF-sCqhCGzVMJULhNqjBQ,"Coffee & Tea, Donuts, Restaurants, Food",Pittsburgh,,,,,,,,1,40.42041057,-79.85068236,Dunkin' Donuts,,15221,9,2.0,PA
1718 Mt Royal Blvd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,True,True,False,False,False,True,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,False,True,1.0,False,True,True,,False,no,beIMwKKAzii12mS6MY4XgQ,"Food, American (Traditional), Restaurants, Breakfast & Brunch, Sandwiches, Coffee & Tea",Glenshaw,6:0-15:0,6:0-15:0,6:0-15:0,6:30-14:30,6:0-15:0,6:0-15:0,6:0-15:0,1,40.52638,-79.963314,Cole Cafe,,15116,34,3.5,PA
"5816 Library Rd, Ste B",,,none,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,casual,,True,True,1.0,False,,True,,,,icreAcMdHeI7_PUQXdywmQ,"Sandwiches, Restaurants, Pizza, Chicken Wings",Bethel Park,10:30-0:0,10:30-23:0,10:30-0:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,1,40.3100833,-80.03344413,Domino's Pizza,,15102,3,3.5,PA
802 W View Park Dr,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,,,,,,,,,,,True,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,,no,jf_N8zWp30usaMLXdJs9Jg,"Fast Food, Restaurants, Burgers",Pittsburgh,,,,,,,,1,40.517685,-80.0321249,Wendy's,,15229,10,2.0,PA
5517 William Flynn Hwy,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,True,False,,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,True,True,False,False,False,False,True,False,False,average,,False,casual,,False,True,2.0,True,True,True,,True,no,CZ8LgVpvieYAYXhUUZ-iHA,"Restaurants, Nightlife, Caterers, Seafood, Event Planning & Services, Bars, American (Traditional), Food",Gibsonia,11:0-0:0,11:0-23:0,11:0-0:0,10:0-21:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.6273735,-79.942398,Atria's Restaurant & Tavern,,15044,26,2.5,PA
515 Broad St,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,dressy,,,True,3.0,,True,,,,,2Ezp_HYCIVE-h7hpBBvtxw,"Italian, Tapas Bars, Food, Wineries, Restaurants, Arts & Entertainment",Sewickley,,,,,,,,0,40.5405864,-80.1800721,The Naked Grape,Sewickley,15143,6,4.5,PA
557 Rt 130,,,,,,,,,,,,,,,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,True,True,1.0,False,False,True,,,,u6F-dfFQOVVnPTiHyZG02w,"Local Flavor, Pizza, Restaurants",Trafford,11:0-0:0,,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.39032834,-79.72968675,Wize Guyz,,15085,7,3.5,PA
96 Rochester Rd,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,True,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,2.0,True,True,True,,True,,bjI3a8pqjEgz6AUfI3JHLA,"Restaurants, Middle Eastern, Mediterranean",Pittsburgh,,,,,,,,0,40.520825,-80.026023,Tyma'z Mediteranean & Middle Eastern House,,15229,14,4.0,PA
2209 Saw Mill Run Blvd,,,none,False,False,True,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,True,False,False,False,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,False,1.0,False,True,True,,True,no,z4GLHQ2-o0p6Ia4q_4j4HA,"American (Traditional), Restaurants, Diners, Breakfast & Brunch",Pittsburgh,5:30-21:0,5:30-19:0,5:30-21:0,5:30-19:0,5:30-19:0,5:30-19:0,5:30-19:0,1,40.388677,-79.996666,Frank & Shirley's,Overbrook,15210,30,3.5,PA
3337 Babcock Blvd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,True,False,False,False,,,,True,,,,,,,,,,False,False,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,quiet,,True,casual,,True,True,1.0,True,False,True,,True,no,sh2m2SXVZlFSpsTOCHftzQ,"Barbeque, Sandwiches, Asian Fusion, Halal, Restaurants, Burgers",Pittsburgh,11:0-21:0,,11:0-21:0,12:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,0,40.53407,-80.019484,Collogio's Grille,,15237,3,4.5,PA
4723 Liberty Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,,casual,,False,True,2.0,True,,True,,,no,L0DJ7-GUDMLIlIR-7vykvQ,"Arts & Crafts, Shopping, Restaurants, Flowers & Gifts, Italian, Gift Shops, Cooking Classes",Pittsburgh,10:0-16:0,,10:0-16:0,,10:0-16:0,10:0-16:0,10:0-16:0,1,40.4619011,-79.9490237,Merante's Gifts,Bloomfield,15224,14,4.5,PA
833 State Rt 130,,,full_bar,False,True,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,,True,3.0,True,True,True,,,no,z5IINIjYm2HfyvHXvGMLtg,"Restaurants, American (New), Food, Desserts",Trafford,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,0,40.385169,-79.71263032,BoneWorks Grill,,15085,5,3.0,PA
10490 Perry Hwy,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,False,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,casual,,False,True,1.0,False,,True,,,,Q-OwNX5j6xDvX5QRFEB9wg,"Restaurants, Burgers, Fast Food",Wexford,,,,,,,,0,40.6081819,-80.0524481,Wendy's,,15090,4,2.0,PA
3382 Babcock Blvd,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,False,True,True,,,no,OU-Zbl4jPyKNxDI6FI3vUA,"Restaurants, Irish",Pittsburgh,11:0-2:0,,11:0-2:0,12:0-20:0,11:0-0:0,11:0-0:0,11:0-0:0,1,40.5370626,-80.0210603,Sieb's Pub,,15237,39,4.0,PA
3462 William Penn Hwy,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,,no,MNmQ1s-zdjEgm3bdRs7iEw,"Thai, Restaurants",Pittsburgh,11:0-22:0,11:0-21:0,11:0-22:0,12:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,1,40.4294697,-79.8102598,The Green Mango,,15235,146,3.5,PA
1822 Middle Rd,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,,no,DRIyvsa8LUaPNhAMmKdjOQ,"Italian, Breakfast & Brunch, Diners, American (Traditional), Restaurants",Glenshaw,11:0-2:0,15:0-2:0,12:0-2:0,10:0-0:0,15:0-2:0,15:0-2:0,15:0-2:0,1,40.5386274,-79.9331956,Middle Road Inn,,15116,36,3.5,PA
605 Scenery Dr,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,,True,True,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,1.0,False,True,True,,,,6PaLW1K478xyePOxUI56vg,"American (Traditional), Restaurants",Elizabeth,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,1,40.27243928,-79.83782125,Becky's Place,,15037,13,4.0,PA
8350 Perry Hwy,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,True,False,,,,,,,,,False,,False,True,False,False,False,False,False,False,,,,,,,,,True,True,False,True,True,False,False,False,False,average,,False,casual,,True,True,2.0,True,True,True,,True,free,OhTsSYXoD4Poc14JrjIhBw,"Italian, Restaurants, Nightlife, Pizza, Bars",Pittsburgh,11:0-2:0,11:0-2:0,11:0-2:0,12:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.5583596,-80.0395939,Roma Italian Restaurant and Pizzeria,,15237,26,3.5,PA
2884 E Hardies Rd,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,True,True,2.0,False,,True,,,,yMjBSQDldMVlR8E7wY0NUA,"Pizza, Restaurants",Gibsonia,11:0-22:0,11:0-21:0,16:0-22:0,,11:0-21:0,11:0-21:0,11:0-21:0,1,40.6136083,-79.9466936,Bruno's Pizza,,15044,16,4.0,PA
971 Greentree Rd,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,True,False,False,False,,,,True,False,,,,,,,,,False,,False,True,False,False,True,True,False,True,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,True,True,True,no,True,free,Ky0X7OLqSeBpvNNf0NjVcg,"Italian, Salad, Bars, Restaurants, Nightlife, Wine Bars",Pittsburgh,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.4196645,-80.0456691,Olive Garden Italian Restaurant,Greentree,15220,42,3.5,PA
237 Cedarville St,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,False,False,False,1.0,False,False,True,,,no,ZiEn3McAAbapzyAV0c6qWg,"Restaurants, Delis, Grocery, Food",Pittsburgh,9:0-17:0,9:0-17:0,9:0-17:0,,9:0-17:0,9:0-17:0,9:0-17:0,1,40.4618803,-79.9485296,Groceria Italiana,Bloomfield,15224,38,4.5,PA
7520 McKnight Rd,,,,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,,,,,,,,,False,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,,,loud,,False,casual,,True,True,1.0,False,False,True,,,,_d69ooWJ_7AXYQRvVNSjmQ,"Pizza, Chicken Wings, Restaurants, Italian",Pittsburgh,,,,,,,,0,40.543238,-80.01371,Pizza Hut,,15237,12,2.0,PA
250 McHolme Dr,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,True,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,2.0,False,False,True,,True,free,hbYY29onGCq0yux6rFhb9w,"Sandwiches, Restaurants, Salad, Soup, Breakfast & Brunch, Bagels, Food",Pittsburgh,6:30-22:0,6:30-21:0,6:30-22:0,7:0-20:0,6:30-21:0,6:30-21:0,6:30-21:0,1,40.44935,-80.174279,Panera Bread,,15275,26,2.5,PA
1109 Rte 837,,,full_bar,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,False,,,,,False,,,,,,,,,False,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,False,,,,,1.0,True,,,yes,False,free,jqvpzGigTojCqqh7xZWfKw,"Armenian, Sports Bars, Nightlife, Bars, American (Traditional), Chicken Wings, Restaurants",Monongahela,11:0-2:0,11:0-2:0,11:0-2:0,15:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.17209121,-79.88889058,El Dorado Bar,,15063,3,4.5,PA
777 Casino Dr,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,True,False,False,False,False,False,,,,,True,,,,,,,,,,,False,False,False,False,False,False,False,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,True,casual,,False,True,2.0,True,True,True,,,no,9ZdDRjkgD8OZGBDFgtZong,"Barbeque, Bars, American (New), American (Traditional), Restaurants, Sports Bars, Nightlife, Lounges, Food",Pittsburgh,11:0-1:0,11:0-23:0,11:0-1:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.447203,-80.022159,Wheelhouse,North Side,15212,30,3.0,PA
6242 Northway Dr,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,False,,,,,,,,,,False,False,,True,False,False,True,True,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,False,True,False,,True,no,0VUbtKyg-_2Y4T1ct2KUNQ,"Restaurants, Burgers, American (Traditional)",Pittsburgh,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.5506709,-80.0214375,Wahlburgers,,15237,149,3.5,PA
20 McIntyre Square Dr,,,beer_and_wine,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,True,,False,,,,xjViuMrrApPM6Rnz8ovOVw,"Restaurants, Pizza",Pittsburgh,,,,,,,,1,40.55138532,-80.01855694,Chuck E Cheese's,,15237,8,2.5,PA
4124 Main St,,,none,,,,,,,,,,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,average,,False,casual,,,True,1.0,,True,True,,,,dHiq1JliKgh_3z-KnTpCaA,"Caterers, Southern, Event Planning & Services, Soul Food, Restaurants, Food, Seafood",Pittsburgh,12:0-18:0,,9:0-14:0,11:0-15:0,,,,1,40.4649486,-79.9544552,Roxanne's Catering,Bloomfield,15224,3,4.0,PA
1518 Mt Nebo Rd,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,True,True,2.0,False,True,True,no,,paid,7hlICFMky5fPFxeYRgg__w,"Pizza, Nightlife, Delis, Cafes, Bars, Restaurants",Sewickley,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,1,40.5528914,-80.1058583,Goodfellas Deli & Drafthouse,,15143,54,4.5,PA
3201 Millers Run Rd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,False,2.0,False,True,True,,,no,z_DGwPyUPgCk5Q7-WunsbA,"Korean, Restaurants",Cecil,11:0-20:0,,11:0-20:0,,11:0-20:0,11:0-20:0,11:0-20:0,1,40.32786932,-80.18847842,Golden Pig,,15321,153,4.5,PA
"The Pine Tree Shoppes, 12087 Perry Hwy",,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,True,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,True,,bmL6FRO9VimRygNsMHDBnQ,"American (New), Bars, Restaurants, Pubs, Nightlife",Wexford,11:0-2:0,11:0-0:0,11:0-2:0,,11:0-0:0,11:0-0:0,11:0-0:0,0,40.6325442,-80.0589483,Blue Water Tavern,,15090,10,2.0,PA
1020 Washington Pike,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,very_loud,,True,casual,,False,True,1.0,False,False,True,,True,,dmXqQTEQ9P6muWLRvO3o5w,"American (Traditional), Restaurants",Bridgeville,,,,,,,,1,40.3660051,-80.1063793,Rpm's Wings and Things,,15017,10,2.0,PA
625 Stanwix St,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,True,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,True,False,1.0,False,,True,,,,ldGnkfXjRNAxRP9cizgr0Q,"Restaurants, Sandwiches, Cafes, Italian",Pittsburgh,9:0-0:0,9:0-23:0,10:0-0:0,10:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,0,40.44291333,-80.00455396,Gio's Cafe,Downtown,15222,21,4.0,PA
1821 Murray Ave,,,,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,True,False,2.0,False,,True,,,,yKJCTTGgUr8IHyQDk6NKfA,"Middle Eastern, Restaurants",Squirrel Hill,11:0-21:0,11:0-21:0,11:0-16:30,,11:0-21:0,11:0-21:0,11:0-21:0,1,40.43638814,-79.92275452,Basha 21,Squirrel Hill,15217,16,4.5,PA
109 Penn Plz,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,False,False,False,False,False,False,,,,False,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,,,quiet,,False,formal,,,False,2.0,False,False,True,,,no,FO2SNKF9I8mvTCAvbClJZQ,"Restaurants, Pizza",Turtle Creek,,,,,,,,1,40.4058149,-79.826451,Pizza Palermo,,15145,5,1.5,PA
600 Grant St,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,True,False,False,False,False,,,,True,,,,,,,,,,False,,,False,,,,,,,,,,,,,,,,True,,,,,,,,loud,,True,casual,,False,True,2.0,True,True,True,,True,free,h6JacIFzb9jxFpKpgsGuuQ,"Pizza, Restaurants, American (Traditional)",Pittsburgh,11:0-21:0,11:0-21:0,,,11:0-21:0,11:0-21:0,11:0-21:0,0,40.441355,-79.994853,Pittsburgh Grille,Downtown,15219,12,2.0,PA
6521 Library Rd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,,,False,casual,,True,False,2.0,False,,True,,,no,EVjwTJ3boXTve0hTTFxPJw,"Restaurants, Pizza",South Park,11:0-0:0,11:0-23:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.2870834,-80.02373381,Hot Box Pizza & Wings,,15129,12,2.5,PA
123 7th St,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,True,True,False,True,True,False,,,,False,,,,,,,,,,False,,,False,False,False,False,True,True,False,,,,,,,,,,True,,,,,,,,loud,,False,casual,,False,True,2.0,True,True,True,,True,free,cxVp-a28Cp7lavjaPMvK5w,"Japanese, Asian Fusion, Chinese, Sushi Bars, Restaurants",Pittsburgh,11:0-2:0,11:0-23:0,11:0-2:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.4440719,-80.0003438,Social House Seven,Downtown,15222,226,3.5,PA
321 Bigham St,,,full_bar,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,,,,True,False,,,,,,,,,,,False,False,False,False,False,True,True,True,,,,,,,,,True,True,False,False,False,False,False,False,False,loud,,True,casual,,False,True,2.0,True,True,True,no,True,free,keJGpYownJ-j2zQJ5huvqg,"Pubs, Restaurants, Bars, Chicken Wings, Breakfast & Brunch, American (New), Nightlife",Pittsburgh,11:0-2:0,11:0-2:0,10:0-2:0,10:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.432386,-80.015066,Bigham Tavern,Mt. Washington,15211,241,4.0,PA
11978 Perry Hwy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0ekT3vqs5MbAJdjJWpGSA,Restaurants,Wexford,,,,,,,,1,40.6324345,-80.0563681,Mamma Lucia,,15090,5,2.5,PA
860 Saw Mill Run Blvd,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,2.0,False,True,True,,,no,j2kjfjODIZyNPxAu1Dow6A,"Restaurants, Buffets, Chinese",Pittsburgh,,,,,,,,0,40.41144962,-80.0066623,Old Town Buffet,Bon Air,15226,59,2.5,PA
930 Penn Ave,,,full_bar,False,False,False,False,False,False,False,True,False,,,,,,,,True,False,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,False,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,True,no,5REYrZfsX3m4E3FTwovp5Q,"Cuban, Restaurants, Latin American, Tapas\/Small Plates",Pittsburgh,16:0-0:0,16:0-23:0,16:0-0:0,,16:0-23:0,16:0-23:0,16:0-23:0,0,40.4440334,-79.9970421,Seviche,Downtown,15222,335,4.0,PA
100 Wood St,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,True,False,False,False,False,,,,True,,,,,,,,,,,,,False,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,,True,True,1.0,True,True,True,,True,no,_Qund-w4OI9StNm8P-rk1w,"Burgers, Restaurants, American (Traditional), Sandwiches, Food",Pittsburgh,11:0-23:0,11:0-20:0,,,11:0-22:0,11:0-20:0,11:0-21:0,0,40.43798717,-80.00210519,Hundred Wood,Downtown,15222,35,4.5,PA
"5513 William Flynn Hwy, Ste 600",,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,True,1.0,False,True,True,,True,no,PXKjfPxjJSykV3vN8GAoBQ,"Chinese, Restaurants",Gibsonia,11:0-23:0,11:0-22:0,11:0-23:0,11:30-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.6271469,-79.9425004,China House,,15044,28,4.0,PA
613 Penn Ave,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,,no,dHgbL5EAEawIcqk6aXe2Ow,"Italian, Seafood, Restaurants, Diners",Pittsburgh,11:0-0:0,11:0-21:0,11:0-0:0,12:0-19:0,11:0-20:0,11:0-20:0,11:0-20:0,1,40.44286478,-80.00204603,Peter Allen's,Downtown,15222,63,2.5,PA
